feature,changed_feature
it has four legs,has four legs
it has ears,has ears
it is an animal,is an animal
it eats meat,eats meat
it eats antelopes,eats antelopes
it is a predator,is a predator
it is a carnivore,is a carnivore
it is green,is green
it is a salad,is a salad
it has leaves,has leaves
it is a vegetable,is a vegetable
it is eaten raw,is eaten raw
it is a leafy green,is a leafy green
it is a green,is a green
it is leafy,is leafy
it grows in gardens,grows in gardens
it is a plant,is a plant
it has seeds,has seeds
it has a stem,has a stem
it has roots,has roots
it is yellow,is yellow
it is a citrus fruit,is a citrus fruit
it is sour,is sour
it is small,is small
it is juicy,is juicy
it grows on trees,grows on trees
it is used for juice,is used for juice
it is a fruit,is a fruit
it tastes sour,tastes sour
it has skin,has skin
it has seeds,has seeds
it is long,is long
it has a top,has a top
it has a windshield,has a windshield
it is made from metal,is made from metal
it has doors,has doors
it has seats,has seats
it has a radio,has a radio
it has a stereo system,has a stereo system
it is big,is big
it is a car,is a car
it is expensive,is expensive
it lives in africa,lives in africa
it is big,is big
it has a mane,has a mane
it is strong,is strong
it is brave,is brave
it lives in the jungle,lives in the jungle
it is an animal,is an animal
it has claws,has claws
it has a tail,has a tail
it has teeth,has teeth
it eats meat,eats meat
it can roar,can roar
it lives in water,lives in water
it is a crustacean,is a crustacean
it is a relative of crabs,is a relative of crabs
it lives in the ocean,lives in the ocean
it is a sea creature,is a sea creature
it has claws,has claws
it has a shell,has a shell
it has a tail,has a tail
it is red,is red
it is an animal,is an animal
it is used for cutting,is used for cutting
it is made from steel,is made from steel
it is used to cut sugar cane,is used to cut sugar cane
it is used for killing animals,is used for killing animals
it has a handle,has a handle
it has a blade,has a blade
it is sharp,is sharp
it is used for hunting,is used for hunting
it is used for chopping wood,is used for chopping wood
it has a handle,has a handle
it is made from limestone,is made from limestone
it is round,is round
it is white,is white
it is small,is small
it is smooth,is smooth
it is shiny,is shiny
it is hard,is hard
it is used in games,is used in games
it has colors,has colors
it magnifies things,magnifies things
it is used for looking at small things,is used for looking at small things
it has lenses,has lenses
it is used for looking at cells,is used for looking at cells
it is used for scientific research,is used for scientific research
it is used to see bacteria,is used to see bacteria
it has a light source,has a light source
it has a stand,has a stand
it is used for research,is used for research
it cooks food,cooks food
it is a machine,is a machine
it is used for cooking,is used for cooking
it is used for heating food,is used for heating food
it heats food,heats food
it cooks food quickly,cooks food quickly
it cooks food evenly,cooks food evenly
it is used in kitchens,is used in kitchens
it heats water quickly,heats water quickly
it heats water evenly,heats water evenly
it is used in the home,is used in the home
it is made of glass,is made of glass
it is shiny,is shiny
it reflects,reflects
it has a frame,has a frame
it has a stand,has a stand
it is rectangular,is rectangular
it is used for seeing yourself,is used for seeing yourself
it has a handle,has a handle
it is used for make - up,is used for make - up
it lives in forests,lives in forests
it is big,is big
it has antlers,has antlers
it has a long nose,has a long nose
it is a mammal,is a mammal
it has hooves,has hooves
it is hunted by people,is hunted by people
it is a deer,is a deer
it has fur,has fur
it has antlers,has antlers
it eats plants,eats plants
it is an herbivore,is an herbivore
it eats trees,eats trees
it is a flying insect,is a flying insect
it has a pair of wings,has a pair of wings
it flies,flies
it is an insect,is an insect
it has a body,has a body
it has a head,has a head
it has antennae,has antennae
it is hairy,is hairy
it eats nectar,eats nectar
it is black,is black
it has a proboscis,has a proboscis
it is a vehicle,is a vehicle
it has two wheels,has two wheels
it has a seat,has a seat
it has a handlebar,has a handlebar
it has a gas tank,has a gas tank
it has a motor,has a motor
it has brakes,has brakes
it has a chain,has a chain
it is red,is red
it is black,is black
it is made of metal,is made of metal
it is a container,is a container
it is made of ceramic,is made of ceramic
it has a handle,has a handle
it holds coffee,holds coffee
it is made from clay,is made from clay
it is brown,is brown
it is white,is white
it has a handle,has a handle
it holds tea,holds tea
it holds coffee,holds coffee
it is a cup,is a cup
it has a lid,has a lid
it is used for drinking,is used for drinking
it is made from fungus,is made from fungus
it is a fungus,is a fungus
it grows on trees,grows on trees
it is edible,is edible
it is small,is small
it is brown,is brown
it has a cap,has a cap
it is a plant,is a plant
it is used for cleaning,is used for cleaning
it is used for wiping,is used for wiping
it is used for drying,is used for drying
it is used for collecting,is used for collecting
it is used for cleaning up,is used for cleaning up
it is used for wiping up,is used for wiping up
it is used to clean with,is used to clean with
it is used to collect with,is used to collect with
it is used to dry with,is used to dry with
it is worn,is worn
it has a chain,has a chain
it is made of gold,is made of gold
it is pretty,is pretty
it is worn by women,is worn by women
it has diamonds,has diamonds
it has pearls,has pearls
it is made of silver,is made of silver
it is worn around the neck,is worn around the neck
it has a clasp,has a clasp
it is used to adorn the neck,is used to adorn the neck
it lives in water,lives in water
it has tentacles,has tentacles
it has eight legs,has eight legs
it is a relative of squid,is a relative of squid
it is an animal,is an animal
it has eyes,has eyes
it is slimy,is slimy
it has a beak,has a beak
it has a mouth,has a mouth
it is hunted by people,is hunted by people
it has gills,has gills
it is a sea creature,is a sea creature
it lays eggs,lays eggs
it is green,is green
it is small,is small
it grows on trees,grows on trees
it is a fruit,is a fruit
it tastes bitter,tastes bitter
it has skin,has skin
it has pits,has pits
it is made from olives,is made from olives
it is an olive tree fruit,is an olive tree fruit
it is made from olives,is made from olives
it is edible,is edible
it has leaves,has leaves
it is eaten,is eaten
it is juicy,is juicy
it is a fruit,is a fruit
it is yellow,is yellow
it is round,is round
it has a peel,has a peel
it grows on trees,grows on trees
it is sweet,is sweet
it has seeds,has seeds
it is made from oranges,is made from oranges
it has skin,has skin
it tastes good,tastes good
it is orange,is orange
it is big,is big
it lives in africa,lives in africa
it is an animal,is an animal
it is a bird,is a bird
it has feathers,has feathers
it has a long neck,has a long neck
it has wings,has wings
it is fast,is fast
it lays eggs,lays eggs
it is a relative of chickens,is a relative of chickens
it has webbed feet,has webbed feet
it eats insects,eats insects
it eats meat,eats meat
it lives in rivers,lives in rivers
it is a mammal,is a mammal
it has a tail,has a tail
it has fur,has fur
it is hunted by people,is hunted by people
it lives in water,lives in water
it is a member of the weasel family,is a member of the weasel family
it has a long body,has a long body
it eats fish,eats fish
it is a carnivore,is a carnivore
it is used for cooking,is used for cooking
