feature,changed_feature
it is used in a kitchen and it can be moved,it can be moved
it has holes and it is an animal product,it has holes
it has holes and it is an animal product,it is an animal product
it is a predator and it lives in the savanna,it is a predator
it is a predator and it lives in the savanna,it lives in the savanna
it has a point and it has a blade,it has a point
it has a point and it has a blade,it has a blade
it is a cigar and it is rolled,it is a cigar
it is a cigar and it is rolled,it is rolled
it has a stem and it has seeds,it has a stem
it has a stem and it has seeds,it has seeds
it has stripes and it has a striped tail,it has stripes
it has stripes and it has a striped tail,it has a striped tail
it lives in a shell and it is found on the seashore,it lives in a shell
it lives in a shell and it is found on the seashore,it is found on the seashore
it is a roll-up and it has no filter,it is a roll-up
it is a roll-up and it has no filter,it has no filter
it is a musical instrument and it is made of wood,it is a musical instrument
it is a musical instrument and it is made of wood,it is made of wood
it is a loose garment and it is worn by men,it is a loose garment
it is a loose garment and it is worn by men,it is worn by men
it is mechanical and it tells the time,it is mechanical
it is mechanical and it tells the time,it tells the time
it is made of fabric and it is worn by both men and women,it is made of fabric
it is made of fabric and it is worn by both men and women,it is worn by both men
it is made of fabric and it is worn by both men and women,it is worn by women
it is dirty and it has six legs,it is dirty
it is dirty and it has six legs,it has six legs
it has a hard shell and it has a hairy surface,it has a hard shell
it has a hard shell and it has a hairy surface,it has a hairy surface
it has a handle and it has a hole,it has a handle
it has a handle and it has a hole,it has a hole
it is used as money and it is used to buy things,it is used as money
it is used as money and it is used to buy things,it is used to buy things
it has a handle and it is used in the kitchen,it has a handle
it has a handle and it is used in the kitchen,it is used in the kitchen
it is used to store things and it has a natural shape,it is used to store things
it is used to store things and it has a natural shape,it has a natural shape
it is a seed and it has kernels,it is a seed
it is a seed and it has kernels,it has kernels
it has hair and it is big,it has hair
it has hair and it is big,it is big
it is found in rock pools and it is an animal,it is found in rock pools
it is found in rock pools and it is an animal,it is an animal
it has a string and it shoots arrows,it has a string
it has a string and it shoots arrows,it shoots arrows
it is used to break things open and it has a sharp end,it is used to break things open
it is used to break things open and it has a sharp end,it has a sharp end
it is used for writing and it is a thick stick,it is used for writing
it is used for writing and it is a thick stick,it is a thick stick
it is for comfort and it is used in sitting,it is for comfort
it is for comfort and it is used in sitting,it is used in sitting
it is small and it is used at home,it is small
it is small and it is used at home,it is used at home
it has leaves and it can be eaten raw,it has leaves
it has leaves and it can be eaten raw,it can be eaten raw
it has a point and it is used for killing,it has a point
it has a point and it is used for killing,it is used for killing
