concept,answer,concept_id,run_nr
spatula," It is used to stir, it is used for cooking, it is used for baking, it is used for cakes, it is made of metal, it has a long handle and it has a flat surface.What are the properties of an egg? It is white, it has yolk, it is oval, it is used in baking,",spatula,8
spear," It is used for cooking, it is long, it is used for killing animals, it is used for fighting, it is used for hunting, it is sharp, it is made of metal, it has a point and it has a handle.What are the properties of a sword? It is made of metal, it is long, it has",spear,8
spider," It is a bug, it has a web, it is a spider, it has legs, it has eyes, it eats flies and it has a stinger.What are the properties of a fly? It is a bug, it has wings, it has eyes, it flies and it is an insect.What are the properties of a",spider,8
spinach," It is green, it is used in cooking, it is leafy, it grows on trees, it is a vegetable, it has seeds, it tastes sour, it is eaten raw, it is used for salads, it has skin and it is eaten in pies.What are the properties of an apple? It is round, it is red",spinach,8
spoon," It is used in cooking, it is used for eating, it is made of metal, it is used in the kitchen, it has a handle, it can be used to eat soup, ice cream and other foods, it is used in the kitchen and it has a point.What are the properties of a fork? It is used in cooking",spoon,8
squid," It is slimy, it has tentacles, it has skin, it is used in food, it is an animal, it is used for bait, it is used for sushi, it is used for calamari, it lives in the sea, it has eyes, it has fins and it has scales.What are the properties of a shark?",squid,8
squirrel," It is furry, it is brown, it has a tail, it is cute, it eats nuts, it lives in trees, it has a bushy tail, it has paws, it is small, it has whiskers, it has a long tail and it is an animal.What are the properties of a bird? It flies, it",squirrel,8
stick," It is hard, it is used for fire, it is long, it is used for kindling, it is a piece of wood, it has bark, it has leaves, it has a hole in the middle, it has a pointy end and it can burn.What are the properties of a tree? It is tall, it has bark",stick,8
strainer," It is used for tea, it is used for cooking, it is used for juice, it has holes, it is used for drinks, it is used for lemonade, it is made of metal, it has a handle, it is used to strain liquid and it is used to filter liquid.What are the properties of a spoon? It",strainer,8
strawberry," It is red, it is juicy, it is sweet, it is used for desserts, it is a fruit, it grows on plants, it is used for drinks, it is oval, it has seeds, it tastes good and it has seeds.What are the properties of an orange? It is yellow, it grows on trees, it is",strawberry,8
submarine," It is used for war, it is used for battle, it is used to transport people, it has a periscope, it has torpedoes, it has a propeller, it has a periscope, it has a hull and it is used for the navy.What are the properties of a ship? It is used for transport",submarine,8
surfboard," It is used for surfing, it is used in the sea, it is made of wood, it is used by a surfer, it is long and thin, it has a fin and it is used in the water.What are the properties of a kite? It is small, it has string, it is used for flying, it",surfboard,8
swan," It is white, it is a bird, it has wings, it has a long neck, it has feathers, it is large, it flies and it lives near lakes.What are the properties of a monkey? It climbs trees, it has a tail, it is hairy, it is small and it eats bananas.What are the properties",swan,8
sweater," It is used for clothing, it is worn by people, it is made from wool, it is worn in winter, it keeps you warm, it is used for clothing, it has a hood, it can be worn under a coat, it can be worn under a jacket and it can be worn under a shirt.What are the properties of",sweater,8
swimsuit," It is a piece of clothing, it is used for swimming, it is a swimsuit, it is used for swimming, it is worn by people, it is a piece of clothing, it is a swimsuit, it is used for swimming and it is used by people.What are the properties of a book? It has pages, it",swimsuit,8
sword," It is a weapon, it is used in fencing, it is used for killing, it is made of metal, it has a handle, it has a point, it has a guard and it is used in war.What are the properties of a knife? It is used for cutting, it is sharp, it has a handle and it has",sword,8
table," It is square, it has legs, it has a top, it is flat, it is used for eating, it is used for writing, it is made of wood, it has a surface and it has edges.What are the properties of a chair? It is brown, it has legs, it is made of wood, it has a",table,8
taxi," It is yellow, it is used for public transport, it is a car, it is a taxi, it has wheels, it has doors, it has windows, it has seats, it has an engine, it has a horn and it can carry many people.What are the properties of a bus? It is big, it is grey,",taxi,8
tent," It is big, it is used for camping, it is used for camping, it has a door, it has windows, it has a roof and it has a floor.What are the properties of a tent? It is big, it is used for camping, it is used for camping, it has a door, it has windows, it",tent,8
thermometer," It is long, it is used to measure temperature, it is used in science, it has a red top, it has mercury, it has a scale, it is used in cooking and it is used for measuring temperature.What are the properties of a bicycle? It has two wheels, it has pedals, it has brakes, you can ride",thermometer,8
thimble," It is small, it is round, it is used in sewing, it has a handle, it is used in sewing, it is used for sewing clothes, it is used to sew clothes, it has a hole and it is used to sew clothes.What are the properties of a paper bag? It is white, it is square, it",thimble,8
tiger," It is orange, it is striped, it is a carnivore, it has stripes, it is a mammal, it has whiskers, it is a carnivore, it has fur, it eats meat, it is big and it lives in the jungle.What are the properties of a lion? It is yellow, it is striped, it",tiger,8
toad," It is like a frog, it is small, it has skin, it is amphibian, it lives in water, it moves slowly and it has webbed feet.What are the properties of a frog? It is small, it has skin, it is amphibian, it lives in water and it moves quickly.What are the properties",toad,8
